Date,Latitude,Longitude,WS2M,T2M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,FIRE
20020925,43.77088076,-87.57288984,5.2,15.14,17.71,12.15,10.69,74.79,99.93,28.48,16.32,4.36,0
20111115,45.98884233,-115.2501729,0.38,-8.91,-4.66,-14.22,-9.47,99.33,83.75,20.72,5.16,3.35,0
20170205,49.83858887,-112.7638939,3.51,-14.77,-13.67,-15.95,-16.39,88.56,91.08,21.28,2.03,1.93,0
19960130,37.51625943,-124.9601644,9.77,13.63,13.97,13.35,12.92,95.27,100.35,30.42,3.15,2.84,0
20020315,27.66589444,-111.032396,5.11,17.2,18.56,16.32,11.15,67.71,101.42,25.59,24.61,3.8,0
20230819,34.10489252,-65.70226217,3.37,28.44,28.64,28.25,25.48,83.95,102.08,36.39,20.19,11.27,0
20200520,37.11871162,-103.0595564,5.23,23.74,33.55,15.38,3.93,40.17,84.38,27.6,30.61,7.31,0
19980605,25.55013321,-112.2785332,5.7,18.26,18.6,17.85,15.23,82.47,101.33,29.37,30.18,2.25,0
19880717,28.48559311,-110.6177713,1.85,26.88,30.16,23.45,23.05,80.36,97.83,35.74,18.67,17.8,0
20020618,49.1546006,-77.43997532,0.15,14.27,20.11,6.46,9.76,76.22,98.31,29.84,20.22,12.28,0
19870826,42.40988658,-95.10457886,2.79,14.61,17.8,11.91,12.23,86.14,97.25,33.26,4.66,4.22,0
19990709,35.74382158,-99.51793857,2.71,28.82,36.75,22.41,20.06,63.1,94.77,35.72,27.36,8.35,0
19940316,41.78214992,-121.4924293,3.11,2.78,8.93,-3.14,-0.36,82.02,85.36,22.52,10.14,10.7,0
19840126,34.43109357,-77.98010465,0.18,7.55,14.35,1.15,5.78,89.32,101.88,27.12,11.8,6.34,0
19920922,35.09950088,-113.7565998,1.98,26.9,35.21,19.29,8.32,34.33,88.55,29.21,22.15,6.79,0
20110520,39.14052304,-110.3800353,3.7,9.23,15.13,3.47,1.9,63.76,82.17,26.18,19.91,13.61,0
20040522,45.22471046,-69.18863523,0.05,9.47,13.5,5.42,4.96,75.96,100.05,27.57,17.87,9.55,0
19921214,46.70830678,-104.2177625,4.52,-7.15,-3.32,-11.38,-10.27,80.53,90.67,20.76,5.11,3.24,0
20130402,37.43577177,-117.3492368,2.59,10.71,18.86,2.54,-2.92,41.41,83.26,22.42,25.18,4.27,0
19930730,29.43057713,-109.7560651,1.64,28.72,35.82,22.86,18.58,58.15,92.95,35.25,26.22,6.64,0
20091013,48.55103453,-117.8975478,0.06,0.4,4.04,-1.95,-5.63,65.75,88.7,23.88,6.67,5.98,0
20190731,44.06208079,-124.0162548,0.3,17.45,24.41,11.46,12.62,76.4,99.29,32.04,22.91,9.5,0
19840115,26.79782149,-65.9586076,4.18,23.57,23.95,22.85,20.36,82.07,101.96,-999,13.49,7.95,0
20230702,29.54134636,-102.3330906,2.78,27.02,33.83,21.57,17.72,60.91,90.38,35.71,22.77,9.8,0
19891209,39.35631935,-68.75768722,8.81,5.63,6.46,4.74,3.9,88.58,101.66,25.91,4.05,3.84,0
20120225,42.70554819,-108.4761452,8.36,-7.1,0.28,-13.11,-11.33,73.29,76.99,18.82,13.52,5.58,0
19860916,44.11237548,-90.40658231,3.1,9.66,16.49,3.59,5,74.43,99.29,27.72,17.97,7.45,0
20000117,35.53466092,-105.0148145,3.43,9.31,18.58,3.27,-5.18,37.43,81.5,23.15,12.55,4.07,0
20160805,43.78500022,-104.3892918,3.32,21.07,28.9,12.82,7.36,43.53,85.5,29.48,27.52,5.3,0
20000511,36.21638849,-82.81427745,0.72,18.92,26.46,9.48,11.33,65.14,94.71,30.26,28.55,4.8,0
20041109,43.09309174,-123.6765207,0.06,8.42,11.62,6.23,7.98,96.87,96.24,27.7,4.33,3.78,0
20150107,40.01508441,-119.3979381,0.91,3.28,9.57,0.34,0.63,83.42,85.96,21.84,9.78,1.72,0
20140723,26.11798396,-76.71255572,4.69,28.9,29.55,28.25,24.09,75.28,101.88,35.65,27.94,3.95,0
20060420,34.61892797,-79.21582327,1.36,19.9,29.26,10.03,11.21,63.83,101.04,29.24,26.45,8.2,0
19900331,34.02045063,-108.5685173,1.54,3.12,9.03,-1.4,-3.88,62.67,76.66,25.64,15.89,14.1,0
20110515,29.66772093,-112.9693545,3.99,20.53,22.26,18.01,13.01,62.73,100.81,27.78,30.74,4.21,0
20230520,45.26791728,-115.3859305,0.45,17.54,24.92,9.7,8.57,59.71,83.17,27.21,25.35,8.14,0
19970322,48.29424743,-76.5864674,0.6,-16.25,-13.96,-20.08,-16.64,99.05,96.53,13.75,16.04,6.9,0
20131115,27.75375116,-115.6015473,5.68,19.05,19.48,18.19,17.01,87.93,101.03,34.34,9.56,6.63,0
19840120,47.24925443,-91.03653339,4.86,-26.38,-24.01,-28.86,-23.32,100,100.74,14.03,6.45,3.3,0
20160117,29.09653382,-124.3707073,3.1,17.16,17.77,16.76,15.41,89.39,102.26,31.7,10.52,7.22,0
19951021,29.25279807,-78.40386671,6.76,24.86,26.92,22.87,19.83,73.77,101.23,33.73,16.26,4.51,0
20041202,44.32957018,-70.02679611,0.48,-0.69,2.54,-4.07,-5.3,71.19,99.35,21.72,6.47,2.52,0
20210328,30.00163356,-74.51027558,4.75,23.04,23.42,22.71,20.09,83.41,102.13,32.04,20.97,11.23,0
19990714,25.51187461,-95.70802969,4.42,28.07,28.34,27.85,23.79,77.48,101.73,33.62,27.48,3.48,0
19880418,38.09339239,-85.49535704,2.13,9.51,14.34,3.06,7.18,86.05,98.03,25.31,16.1,13.04,0
19970623,26.52630593,-85.44296742,3.24,27.06,27.5,26.07,23.21,79.42,101.69,35.54,23.13,7.3,0
20230619,36.95994422,-122.5920121,8.06,13.42,14.09,12.98,10.64,83.15,101.2,25.57,31.8,5.78,0
20160717,30.70725213,-105.2260239,2.6,30.93,38.41,22.81,10.54,31.05,87.32,33.88,26.75,7.07,0
19950713,40.91910152,-108.9587065,2.01,18.82,24.4,13.58,7.54,52.5,78.67,31.63,13.82,14.43,0
20171226,29.82290461,-75.14897702,5.77,20.84,21.24,20.53,16.54,76.33,102.55,33.17,9.92,5.08,0
20110408,40.61966574,-112.7557031,2.43,0.48,2.6,-2.31,-2.54,80.75,82.72,25.03,9.09,6.86,0
20021121,40.21171301,-103.4667227,2.34,6.9,15.79,1.42,-0.14,62.9,86.5,22.77,10.95,1.71,0
20030209,29.18244515,-92.85040535,5.4,14.96,16.3,13.69,13.92,93.42,101.63,31.28,4.63,3.97,0
20151002,30.65403151,-92.55579814,2.29,18.47,26.15,12.33,10,59.37,100.99,27.1,22.48,2.92,0
20230103,49.9718657,-66.95878377,1.95,-6.95,-3.77,-10.99,-8.12,96.35,99.52,24.05,2.44,2.04,0
19930620,33.39508443,-111.064824,2.17,29.27,38.51,19.75,4.85,25.06,90.62,31.12,30.17,8.49,0
20050505,43.46889746,-79.18825715,2.2,6.44,9.67,3.21,1.55,72.05,101.91,24.53,24.31,11.9,0
19860620,25.60552258,-112.4300791,5.56,19.17,19.92,18.55,15.95,81.67,101.06,-999,27.14,5.56,0
20120927,38.25390455,-73.70566063,3.07,21.51,21.98,21.3,19.24,86.86,102.06,32.48,14.8,9.95,0
19920510,48.57597271,-68.2667859,2.23,3.91,7.95,-0.75,-0.66,73.65,100.43,25.74,26.3,11.38,0
19980518,25.66388274,-87.08659784,1.59,25.91,26.22,25.54,21.65,77.41,101.78,32.28,25.37,12.31,0
20130117,39.98075523,-112.6605612,0.88,-11.7,-5.01,-16.88,-12.21,97.4,83.75,19.77,9.87,3,0
19920426,27.05083322,-114.7770562,4.2,19.34,20.18,18.72,17.02,86.5,101.4,29.02,27.33,6.77,0
20040226,27.88129986,-109.6553214,1.47,15.53,25.98,7.84,0.07,38.08,94.1,25.08,21.76,5.24,0
20170128,46.5893404,-114.6541026,0.22,-9.12,-1.58,-15.79,-9.64,99.86,84.33,20.32,7.47,4.22,0
20070116,34.59659886,-106.6994367,2.72,-3.12,2.97,-6.7,-11.5,53.75,84.35,17.9,14.32,2.05,0
20120728,29.76764548,-105.056728,3.68,25.63,32.89,19.6,14.62,56.18,87.31,33.46,21.92,10.06,0
20091210,35.64742121,-109.2154945,1.17,-4.77,1.94,-9.82,-13.9,49.14,79.53,19.08,8.77,5.24,0
20010520,37.73493035,-106.822369,2.48,8.34,18.67,-1.12,-1.95,56.18,70.85,23.09,30.25,7.98,0
20211201,44.76613532,-73.08264013,0.63,-2.38,-0.07,-6.35,-5.09,83.03,100.1,22.64,6.42,2.8,0
19930705,42.74787681,-80.03130997,2.58,22.42,24.74,19.87,19.79,85.75,99.12,35.45,26.29,9.51,0
19931102,29.37436753,-93.79828532,6.48,19.24,20.43,16.67,15.64,79.74,102.42,34.12,10.22,10.14,0
19940419,30.93670101,-98.80855821,2.35,21.84,28.96,15.42,14.79,68.63,96.82,33.64,17.69,17.43,0
20221012,25.45022225,-95.04043519,4.54,27.81,28.06,27.5,24.85,83.83,101.32,36.92,16.9,7.17,0
20231215,37.48545138,-104.2670528,2.36,1.28,8.63,-4.29,-7.02,55.86,82.5,19.61,10.49,1.86,0
19981206,43.28115171,-83.16446129,4.36,11.66,16.47,2.26,10.58,93.21,97.88,29.22,1.93,3.11,0
20120128,39.42185571,-117.6536615,1.08,-0.18,6.77,-5.22,-16.39,28.32,81.82,19.48,13.11,2.04,0
20130628,31.28866061,-113.945855,1.99,31.28,36.15,25.07,18.19,49.21,100.18,35.06,29.62,6.43,0
20031010,45.06031631,-68.92560526,0.29,11.53,19.41,4.48,7.23,77.63,101.68,25.63,14.14,4.14,0
20240205,28.40622243,-101.1151373,3.55,13.49,21.01,8.72,-0.64,39.43,95.5,23.62,19.14,1.87,0
20150805,45.40918526,-84.92973474,2.68,16.77,19.64,12.81,12.41,76.15,99.29,29.62,25.8,4.69,0
19921123,46.6813648,-103.4233268,4.89,-3.47,-1.49,-6.15,-6.94,78.3,91.57,21.68,1.52,2.69,0
20170106,39.99243528,-112.1290404,1.54,-17.62,-8.5,-22.69,-18.84,89.64,82.05,18.98,6.49,1.79,0
19990729,26.67100459,-87.5207374,3.55,28.5,28.68,28.25,24.17,77.37,101.63,35.53,26.7,4.31,0
20140703,32.83027906,-91.21914099,2.12,26.1,32.22,19.92,18.91,67.8,101.48,34.23,26.92,8.02,0
20050317,25.38216498,-117.2572805,3.09,16.84,17.2,16.56,10.65,66.78,101.85,25.89,25.81,3.72,0
19900828,44.90219772,-121.9533225,0.16,14.57,21.45,7.91,10.48,79.04,90.8,26.94,22.77,8.31,0
19970627,30.99298329,-81.53735278,2.34,27.15,29.4,25.24,23.84,82.45,101.71,36.49,23.78,11.81,0
19940704,27.99142877,-83.47236976,5.57,27.68,27.89,27.55,24.01,80.4,101.9,36.37,24.23,10.32,0
19900925,46.0810339,-69.60170473,0.25,10.24,16.52,4.03,6.94,81.67,96.77,29.95,10.65,9.58,0
20240504,30.67396627,-116.2927206,3.89,15.57,16.72,13.96,12.75,83.33,100.88,32.82,15.81,9.66,0
19900315,30.27055411,-83.64756906,0.96,20.21,24.13,17.71,17.94,87.44,101.17,33.99,16.05,12.96,0
20231219,32.48037044,-118.9002166,2.18,16.43,16.64,16.34,16.09,97.73,101.19,30.91,7.06,5.5,0
20210424,27.88605719,-82.36101662,4.66,24.69,28.42,20.99,20.78,79.64,101.23,33.81,23.34,11.12,0
19921012,36.2136707,-95.77258185,1.89,15.89,25.21,8.41,9.75,69.83,99.14,32.4,17.41,3.98,0
19900714,42.31517787,-73.2789526,0.02,18.51,23.84,11.51,15.09,81.95,97.9,33.33,16.98,15.6,0
20020222,32.92590514,-124.5496801,3.44,13.65,13.8,13.36,11.97,89.46,102.22,30.96,8.2,6.57,0
20040414,29.85697619,-125.0760761,5.01,15.03,15.4,14.47,11.59,79.85,102.3,29.92,24.2,11.27,0
20221226,26.35523893,-119.3592107,3.63,18.02,18.23,17.75,15.61,85.73,101.95,25.95,16.2,1.79,0
20230506,39.36111712,-92.7090985,4.28,21.52,28.31,13.74,17.69,80,98.22,33.01,19.16,8.57,0
20230611,32.88001916,-103.0823619,2.66,27.61,36.72,16.79,3.64,24.21,88.27,28.51,32.15,4.85,0
19960405,42.3345731,-84.35638804,3.25,-1.2,5.22,-6.46,-6.61,70.21,98.99,21.69,23.82,2.71,0
20180804,41.7563964,-69.84686171,5.14,22.13,23.22,21.66,20.81,92.2,101.94,35.04,18.11,8.37,0
20080105,36.31662894,-92.18435269,0.71,8.52,12.24,3.53,8.45,98.43,98.55,28.93,4.69,3.12,0
20240819,30.13777748,-121.9373381,6.84,18.72,19.14,18.57,16.35,85.93,101.83,27.68,27.55,-999,0
20240405,38.71940518,-73.38677408,7.07,7.97,8.44,7.65,5.86,86.45,100.6,24.74,20.48,4.54,0
20130409,43.86292287,-78.12918835,2.23,6.21,10.16,2.01,3.87,86.06,99.84,28.49,15.65,8.92,0
19840715,25.73498428,-123.507607,1.9,18.41,18.56,18.14,16.86,90.52,101.64,-999,14.08,14.07,0
20220607,36.44831216,-109.8872455,2.08,24.92,33.16,15.48,0.36,21.79,80.97,29.39,31.45,4.75,0
20000125,34.09873313,-67.25681114,12.75,19.98,20.64,18.95,16.94,82.84,100.44,30.73,6.27,6.04,0
19921013,39.02962583,-119.4354368,1.84,15.19,25.08,8.02,-3.41,32.11,83.06,23.52,17.44,4.32,0
20080718,31.71290788,-80.32875091,3.99,27.22,27.83,26.8,24.34,84.17,101.28,37.32,13.48,10.31,0
20141104,43.44238605,-91.91760764,4.18,6.06,12.3,-0.02,1.34,74.36,97.35,23.1,11.58,2.41,0
20040608,38.30689102,-121.4605257,2.5,18.96,26.65,11.27,5.14,44.66,99.37,27.04,30.84,4.37,0
19981220,28.14726936,-123.9890532,5.39,15.52,16.74,14.51,11.91,79,102.3,31.65,7.61,7.43,0
19971029,36.50927332,-68.53810406,4.79,19.38,20.67,17.66,12.92,66.27,101.93,33.62,7.84,7.65,0
19920430,38.16070313,-110.2295878,4.06,17.99,27.02,9.59,-1.66,31.06,81.83,30.95,22.64,19.65,0
20131010,26.3133641,-121.0779435,4.22,19.36,19.54,19.17,15.12,76.38,101.59,33.43,16.16,9.78,0
20170512,40.37747945,-75.6270598,0.45,11.28,16.51,5.91,7.1,77.4,99.5,28.96,15.75,11.97,0
19901117,47.98408601,-124.0552115,0.64,2.92,5.42,0.02,1.52,91.83,94.31,23.18,7.24,2.32,0
19930719,30.4400666,-94.95804778,0.12,28.63,34.95,23.47,23.26,76.14,101.05,35.98,22.36,14.41,0
20071102,34.30911373,-86.94546785,0.7,13.58,22.99,6.87,6.56,64.59,99.21,25.11,15.67,2.7,0
20200617,43.21114675,-96.54685346,6.24,26.64,32.75,19.96,18.29,62.16,96.44,32.94,29.59,5.43,0
19951003,25.12829263,-114.8558864,5.61,23.1,23.36,22.8,19.66,80.88,101,30.14,22.35,4.38,0
20160314,44.99127498,-108.5283189,3.42,4.21,9.07,-1.37,-4.99,53.32,84.2,25.93,9.94,5.95,0
19980320,32.89583992,-118.0852941,4.29,15.05,15.92,14.51,11.85,81.08,101.36,28.89,18.03,13.37,0
20131023,42.38377454,-65.62970421,4.5,12.89,15.35,11.12,10.38,84.84,100.32,30.13,4.51,3.72,0
20120517,28.96616854,-103.0140168,1.92,23.84,33.81,13.63,7.73,42.03,91.04,28.32,29.37,5.18,0
19940411,33.55964167,-84.11914104,1.32,20.22,26.29,14.48,16.79,81.98,99.14,29.57,23.43,16.12,0
20000626,44.03283868,-101.8921108,2.75,18.72,26.81,9.77,5.9,48.7,93.43,29.23,28.31,10.34,0
20070705,40.63083371,-84.98861878,1.94,23.17,28.89,17.79,18.55,77.15,98.16,33.77,22.74,9.09,0
20171006,27.15911494,-94.14153632,5.88,27.92,28.43,27.54,23.12,75.15,101.1,34.97,20.75,5.14,0
19910228,26.33592038,-72.45840928,7.39,22.57,23.3,22.17,19.94,85.05,102.24,35.12,10.5,10.21,0
20170701,26.83228706,-111.6124626,2.34,30.49,32.35,28.44,19.42,52.92,99.93,34.33,23.72,7.8,0
20101220,40.93722961,-101.2690084,2.56,0.33,10.35,-4,-2.96,81.28,89.32,24,7.74,4.06,0
20231001,30.16457287,-119.2670999,5.28,19.07,19.82,18.48,14.4,74.44,101.44,29.33,20.32,6.18,0
20050908,30.40657979,-86.86967155,3.09,26.01,30.38,22.15,21.14,75.51,101.31,34.66,22.55,6.36,0
20200906,45.02899997,-93.78675213,4.49,19.56,27.39,14.23,13.63,70.6,97.32,32.47,12.88,8.44,0
20011124,25.87505281,-84.9867526,6.14,25.62,25.88,25.32,22.07,80.67,101.44,33.83,14.1,6.54,0
20160209,26.82237391,-86.64363607,10.47,17.31,18.13,16.91,10.77,65.4,102.01,31.72,9.97,7.65,0
20100615,45.39276336,-100.100301,1.85,18.02,24.63,10.81,9.16,60.57,94.85,27.68,28.72,6.78,0
20140205,26.40010406,-109.157125,2.79,17.84,23.23,13.77,7.69,55.73,100.81,28.17,18.32,4.79,0
19911005,38.79721918,-93.44127279,4.03,9.11,15.06,3.2,0.69,59.92,99.27,30.06,14.97,9.12,0
20161031,34.53933349,-110.211858,2.66,15.33,22.06,10.09,5.54,54.74,81.61,25.89,13.94,7.16,0
20100111,28.39984915,-124.3828259,1.29,16.77,17.22,16.38,12.28,74.72,102.07,28.09,12.55,6.58,0
19860524,29.02677144,-91.78820093,4.59,25.35,25.48,25.23,22.64,84.85,101.58,-999,23.84,21.53,0
20071009,39.56677109,-121.243105,1.36,13.36,19.85,8.84,2.6,51.34,92.96,26.87,16.38,6.63,0
20230223,43.97653713,-96.3651507,5.67,-13.98,-11.48,-18.96,-16.32,83.12,96.2,16.61,16.52,3.5,0
19980926,42.07440652,-71.520699,0.21,19.02,26.14,13.09,14.14,76.69,100.94,29.94,17.1,5.88,0
19960618,37.90865828,-102.7427619,1.94,26.83,35.72,17.67,10.24,40.29,87.55,31.64,29.84,8.08,0
19960218,29.97407719,-110.21726,2.41,18.5,27.92,11.59,-4.36,22.8,89.61,28.25,19.15,4.03,0
20010510,30.17405041,-92.27268447,2.73,22.83,25.84,20.24,18.93,79.22,101.88,32.99,22.03,10.89,0
19950922,35.5637173,-88.33262663,0.07,12.22,17.25,7.69,3.49,58.18,100.31,29.18,17.17,10.7,0
20240127,39.67076886,-90.80287503,2.78,1.55,3.48,0.48,0.85,95.09,99.93,25.44,1.63,1.38,0
20120615,36.23643335,-74.37524086,8.51,22.18,22.57,21.96,18.02,77.2,102.02,34.05,24.95,8.93,0
19951111,36.10474732,-92.03352892,0.32,0.89,6.85,-3.6,-5,66.88,99.6,22.52,13.33,3.23,0
19941112,32.33937909,-94.60731207,0.41,12.11,17.69,7.77,10.49,90.34,100.87,30.72,10.91,7.15,0
20131111,32.62116036,-68.52345315,3.26,22.66,22.84,22.03,16.74,69.24,102.07,33.33,12.05,4.97,0
20030109,48.95470234,-78.0343887,0.33,-23.24,-19.1,-29.55,-23.32,99.45,95.88,16.72,5.54,2.19,0
20100502,28.1837937,-83.74372306,5.96,23.58,23.77,23.45,22.66,94.44,101.53,33.54,25.51,7.42,0
20180419,44.1487225,-86.4460543,2.64,0.79,3.95,-1.78,-1.67,84.11,99.8,20.66,26.42,4.22,0
20061119,26.57191755,-73.20201638,4.1,24.32,24.8,23.68,19.42,74.27,101.22,33.96,14.95,3.93,0
20070913,34.71346045,-113.7652734,1.97,32.34,39.5,26.42,5.29,19.47,92.8,31.08,24.24,3.56,0
19970601,28.78469857,-94.33938273,3.69,25.36,26.45,24.39,16.68,58.69,101.08,33.12,26.3,5.84,0
19860128,37.86035643,-74.13754878,10.34,-1.56,0.71,-4.22,-2.98,90.96,101.1,-999,9.33,6.73,0
20090103,33.74016619,-99.86135904,4.06,12.76,24.26,3.47,-1.78,40.19,94.76,23.75,13.44,1.47,0
19880702,30.66985703,-76.98105529,5.96,25.79,25.86,25.7,19.19,66.86,101.42,35.09,24.81,16.53,0
20000722,43.52896653,-113.7789148,3.14,24.07,34.3,12.94,-1.28,21.88,81.34,27.71,30.21,4.75,0
19911231,38.25926377,-116.8937686,1.13,-2.53,3.58,-6.5,-8.94,63.6,79.35,19.73,9.13,2.99,0
20101027,26.47723493,-98.96352669,1.71,26.82,34.63,20.31,19.88,70.27,99.96,34.49,18.23,3.87,0
20080208,45.17422475,-109.9207986,2.25,-11.85,-9.92,-13.99,-12.51,98.67,73.15,21.69,9.09,4.96,0
20170323,28.13680506,-92.35590976,3.68,21.69,22.32,21.16,18.47,81.87,102.1,29.25,24.61,4.92,0
20191209,27.54862538,-119.9839389,6.38,17.53,17.85,17.2,14.55,82.59,102.08,31.86,12.87,5.72,0
20030720,40.47383743,-71.47147671,3.2,21.45,21.98,20.75,19.12,86.64,101.59,29.55,29.35,3.85,0
20010821,25.89765622,-106.9225033,0.11,17.31,22.83,13.6,13.44,80.38,78.84,29.43,24.71,6.6,0
19950506,33.16755501,-101.3836488,4.2,23.28,30.8,17.21,15.16,66.68,92.15,31.78,26.52,15.91,0
19910725,35.47480275,-118.8921543,2.13,23.11,32.57,14.04,5.89,37.03,92.89,30.34,28.66,8.53,0
20050330,43.76544431,-95.63063568,7.29,5.43,7.59,2.57,2.74,83.3,94.56,27.94,10.16,7.46,0
20040103,27.29709267,-96.6724393,7.04,20.84,21.07,20.62,19.9,94.22,101.4,32.42,11.02,8.52,0
20171119,44.9910898,-87.90406604,3.87,-3.37,-1.24,-5.38,-7.88,72.42,98.48,22.85,6.84,2.9,0
20131011,26.24576834,-122.4353483,5.06,19.64,19.9,19.24,14.1,70.28,101.75,30.68,19.37,5.81,0
19840810,42.10217233,-68.54643043,2.69,18.49,18.72,18.35,18.17,97.86,101.73,-999,13.04,11.24,0
19871114,49.33468183,-121.7758855,0.25,0.53,2.1,-0.14,0.02,96.48,91.14,23.06,3.97,2.56,0
20081223,47.21755823,-94.40190981,2.95,-15.54,-12.1,-19,-16.08,97.54,95.91,18.78,2.63,1.8,0
20190922,46.40538291,-107.0180669,3.05,14.5,21.72,6.91,7.44,66.15,91.07,25.89,18.8,2.53,0
20101116,27.46463112,-81.1613389,2.6,21.75,29.43,15.33,16.31,74.18,101.06,31.92,14.48,4.21,0
20070921,26.49097375,-123.747413,4.98,20.27,20.58,19.98,15.56,74.27,101.33,30.09,22.51,7.75,0
20081130,39.8500258,-96.54123952,5.78,-0.95,1.65,-2.77,-3.88,81.57,95.89,24.77,5.19,4.03,0
19850427,28.88738449,-73.26453102,4.51,22.32,22.62,22,17.37,73.5,101.75,-999,25.8,7.52,0
19960222,42.54256338,-76.82775509,0.62,1.91,4.93,-0.16,1.28,95.52,97.4,26.95,2.69,3.6,0
19921028,42.53414419,-112.9547094,2.22,8.48,12.74,5.37,4.44,76.73,83.32,27.15,8.37,7.96,0
19840220,38.1668558,-97.81630018,2.06,1.77,10.28,-4.64,-6.62,58.66,96.34,23.52,15.24,2.85,0
20240103,27.8238787,-75.42022287,4.22,19.81,21.56,18.37,13.77,68.06,101.99,31.51,10.77,8.45,0
19930716,34.23852479,-104.4433166,2.93,24.28,29.32,18.41,16.2,62.93,87.04,32.67,28.59,8.29,0
20220409,30.98510982,-109.7227168,3.98,18.34,28.4,8.18,-7.74,17.16,85.44,25.74,27.84,3.63,0
20011204,30.63672848,-85.12723517,0.33,14.91,24.21,9.22,7.12,63.63,101.95,26.95,13.98,2.27,0
20190929,30.25197207,-67.13113588,6.75,26,26.6,25.65,22.73,82.07,101.54,34.61,18.74,8.32,0
19860325,46.74638831,-82.87559323,1,-0.35,0.99,-2.82,-0.53,99.06,97.46,22.67,16.85,7.45,0
19900725,47.02506463,-84.20068576,0.57,17.63,23.22,10.34,13.72,79.44,98.14,29.62,26.73,7.46,0
20080714,37.09087644,-105.0083165,1.58,17.98,25.37,10.6,6.92,54.16,75.2,29.12,25.16,9.35,0
19890127,44.80038841,-124.9654563,4.24,8.35,8.77,7.96,3.65,72.2,102.83,27.67,7.57,5.18,0
19921223,27.97946483,-120.3662363,3.99,16.14,16.55,15.67,11.07,71.8,102.22,30.29,10.22,9.78,0
20240328,44.68890065,-94.77672048,1.52,-6.52,1.58,-15.53,-11.24,71.21,98.03,18.42,22.5,3.61,0
19841028,33.99579448,-104.7380907,2.18,9.66,18.97,3.04,1.09,58.55,84.34,23.55,17.53,3.5,0
19860406,25.98357761,-110.3632394,4.2,20.96,21.38,20.47,15.93,73.13,101.37,-999,20.9,10.32,0
20120626,45.42317522,-119.1085443,3.46,12.22,17.41,9.3,5.99,68.62,94.2,28.12,18.64,10.27,0
20180726,39.97754263,-83.49155281,2.15,23.48,29.02,17.47,17.4,71.59,97.69,32.78,24.35,10.57,0
20210724,30.57933355,-112.7991683,3.42,28.08,31.37,25.99,22.12,70.79,98.36,36.71,14.89,11.61,0
20151230,37.21322792,-120.0279359,1.01,5.58,11.77,1.63,-0.25,67.72,100,21.08,10.77,1.86,0
20210820,42.25131922,-119.3384235,2.38,19.32,28.35,10.64,2.11,36.67,84.03,27.29,23.31,7.42,0
20231116,40.48846613,-68.74234686,4.93,12.62,12.97,11.43,10.47,86.86,102.4,24.79,11.35,1.84,0
20180902,49.49576837,-69.4005732,0.12,18.8,22.11,16.55,17.58,92.71,96.67,32.26,14.28,7.25,0
19870623,27.30412731,-69.90278111,4.79,26.55,26.84,26.38,23.23,81.92,101.93,-999,24.94,9.69,0
20160517,32.3809936,-106.276396,4.88,18.56,25.72,12.32,2.77,37.36,85.85,29.73,21.47,8.82,0
19940331,48.12956784,-94.42775416,1.89,2.81,8.79,-2.19,-3.01,68.93,96.95,22.37,21.32,2.32,0
20150408,29.70641865,-118.6855917,6.05,16.29,17.3,15.8,12.38,77.59,101.89,28.76,24.8,8.59,0
20100826,42.98077046,-84.78857947,1.8,16.64,22.82,9.99,10.93,71.49,99.24,27.15,23.69,4.75,0
20160309,43.81289307,-122.1711784,0.04,3.72,8.21,0.16,2.59,92.68,85.51,26.76,4.89,4.13,0
20190202,31.53263623,-74.53213284,4.16,20.18,20.74,19.38,13.2,64.33,102.44,31.46,7.93,6.85,0
20160606,49.45617868,-109.8525253,3.53,18.11,26.15,8.85,5.79,46.9,89,26.75,29.56,6.33,0
20070808,26.34498229,-109.4476195,2.4,30.02,34.56,25.95,23.63,70.44,100.23,36.7,25.37,10.32,0
19870829,31.65312463,-108.0175128,2.2,21.99,28.78,14.9,12.33,57.72,86.73,26.64,20.53,8.44,0
20230619,33.3319051,-67.83434021,2.73,24.02,24.36,23.1,22.29,90.01,101.81,34.19,26.03,7.64,0
20040102,25.68686641,-123.1325738,4.02,17.78,18.07,17.54,13.02,73.62,102.11,28.27,15.25,4.41,0
20070817,28.25835995,-108.7655678,0.44,24.08,31.71,16.31,16.79,66.93,85.66,31.31,24.7,7.26,0
20031127,44.66843878,-88.83884179,1.79,0.65,3.95,-2.41,0.03,95.37,98.39,25.49,4.38,3.07,0
20080606,37.93967252,-72.41186096,1.92,19.47,20.61,18.56,16.73,84.06,102.16,33.28,24.36,11.09,0
19970406,35.04715323,-71.3415795,4.81,17.7,18.64,16.59,13.68,77.24,102.27,31.8,21.54,12.89,0
19981101,48.26317012,-93.02510041,0.79,1.56,8.33,-3.06,-1.74,79.96,98.58,22.34,9.2,2.11,0
19880913,39.25826896,-119.6909965,1.18,13.52,23.56,4.5,-9.6,22.16,82.54,25.02,22.65,6.59,0
19900425,42.27039385,-66.86363377,3.07,5.27,6.07,4.4,1.22,75.36,102.01,23.61,26.32,3.34,0
19980822,37.04167672,-104.9169611,1.53,17.87,25.62,11.7,9.66,63.56,75.62,29.62,25.95,10.98,0
