Date,Latitude,Longitude,WS2M,WD2M,T2M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,FIRE
20140703,-106.40689,36.28832,1.71,222,19.02,28.45,12.15,8.74,58.08,76.7,30.03,23.69,6.75,1
20140606,-107.24359,36.97471,1.37,207.6,20.01,29.74,8.76,-1.04,30.07,78.4,25.5,32.8,3.91,1
20140728,-107.28609,36.58638,2.25,162.1,21.2,24.92,17.64,13.08,61.52,80.45,32.82,18.27,11.07,1
20140819,-106.44469,36.54388,1.5,223.7,19.42,26.92,13.62,7.04,49.04,76.19,29.88,20.94,9.31,1
20140826,-106.05935,36.28155,1.16,225.4,14.99,18.67,11.11,11,78.19,76.63,30.51,12.85,9.35,1
20141005,-106.41049,36.99221,0.57,342.4,7.78,18.83,-1.02,-5.21,44.69,73.09,21.5,21.22,1.85,1
20150504,-107.21306,36.86361,1.03,191.9,14.01,20.83,7.92,2.39,48.66,78.35,27.6,20.88,8.96,1
20150504,-107.24944,36.98056,1.03,191.9,14.01,20.83,7.92,2.39,48.66,78.35,27.6,20.88,8.96,1
20150601,-105.99306,36.64361,1.38,248.4,17.67,24.86,9.95,5.54,48.34,76.41,27.07,25.55,7.5,1
20150629,-107.30028,36.52333,2.71,63.7,24.56,32.08,14.62,9.99,45.18,80.12,31.36,25.26,8.29,1
20150406,-106.225,36.375,2.8,254.4,6.81,15.99,-2.3,-7.36,40.15,75.69,20.56,27.27,3.62,1
20150410,-106.39611,36.23806,1.69,186.1,7.08,15.41,-1.7,-6.27,41.14,76.8,21.67,24.33,11.14,1
20150613,-107.24444,36.6525,1.41,328.2,16.53,21.31,11.65,8.84,62.25,79.58,29.76,16.31,10.25,1
20150620,-106.05,36.46667,1.2,285.9,21.5,30.37,12.43,1.96,32.77,76.38,26.1,32.84,3.14,1
20150701,-107.27111,36.85111,1.55,113.6,23.31,33.21,16.07,11.51,51.9,78.96,32.45,27.57,9.47,1
20150701,-107.29361,36.95889,1.55,113.6,23.31,33.21,16.07,11.51,51.9,78.96,32.45,27.57,9.47,1
20150702,-107.2575,36.87361,1.13,107.9,20.72,28.9,14.97,12.78,64.09,78.97,32.67,25.16,9.08,1
20150702,-106.29389,36.38083,0.67,104.4,19.3,28.32,14.56,12.3,69.94,76.5,30.84,19.56,9.61,1
20150703,-105.97361,36.66833,1.03,203.9,18.28,22.03,14.25,12.74,71.82,76.47,29.07,21.99,12.33,1
20150704,-107.27556,36.87417,0.78,193.5,20.16,24.84,15.4,12.72,64.5,78.89,31.99,23.69,7.44,1
20150704,-107.27528,36.875,0.78,193.5,20.16,24.84,15.4,12.72,64.5,78.89,31.99,23.69,7.44,1
20150801,-107.26889,36.88528,0.81,220,19.86,24.17,15.07,12.58,64.58,79.16,32.05,18.31,10.51,1
20150803,-107.20861,36.91722,1.22,277.3,19.56,27.31,13.37,10.75,61.73,78.9,28.15,29.27,3.87,1
20150804,-107.2575,36.7925,1.18,282,21.2,29.96,12.89,7.21,44.66,79.03,28.57,28.42,3.78,1
20191101,-106.15028,36.55056,1.36,272.9,0.52,10.62,-4.92,-14.95,30.43,76.44,18.11,16.95,1.53,1
20160915,-106.32889,36.73639,2.03,256.6,14.11,22.56,6.3,-0.48,41.61,76.38,23.4,24.11,2.66,1
20130603,-106.01719,36.43027,2.68,250.9,16.99,26.77,6.09,-1.43,37.2,76.04,25.65,27.52,7.12,1
20130603,-106.06049,36.48499,2.68,250.9,16.99,26.77,6.09,-1.43,37.2,76.04,25.65,27.52,7.12,1
20130608,-105.79879,36.43082,2.05,284.4,18.27,29.01,6.81,2.48,42.34,75.58,27.05,26.32,8.17,1
20130608,-105.80659,36.4236,2.05,284.4,18.27,29.01,6.81,2.48,42.34,75.58,27.05,26.32,8.17,1
20130426,-106.14859,36.54832,1.62,318.6,7.78,17.06,-0.69,-3.29,54.84,76.28,22.78,23.66,8.25,1
20130514,-105.60879,36.64055,1.24,229.6,13.75,23.19,6.49,2,50.68,75.88,25.79,21.75,7.78,1
20130521,-105.59469,36.54471,1.81,282.7,11.05,19.67,2.72,-3.08,42.83,75.53,24.21,28.57,6.46,1
20130529,-105.56189,36.53332,3.05,264,11.49,18.92,4.63,-4.63,36.02,74.94,22.73,29.58,9.33,1
20130718,-106.17749,36.55221,1.1,238.3,19.52,29.33,10.1,9.13,58.19,76.67,28.84,27.45,6.68,1
20170508,-107.27417,36.87667,1.65,170.5,14.03,23.78,5.38,0.61,46.12,78.23,25.92,27.76,8.72,1
20170725,-107.24139,36.80111,0.8,231.6,20.75,25.37,15.37,12.62,61.09,79.1,32.1,24.29,7.94,1
20171024,-105.99222,36.33444,0.63,312.3,8.48,17.43,0.32,-4.47,43.83,77.02,21.14,17.72,1.99,1
20170222,-106.17694,36.26639,2.5,252.2,3.07,8.83,-0.66,0.06,82.93,75.83,25.11,7.87,6.23,1
20170419,-106.17417,36.27472,2.83,277.6,9.78,17.95,2.45,-1.05,51.61,76.15,22.31,27.61,3.77,1
20170712,-107.26778,36.59389,2.04,270.6,21.52,25.99,16.27,12.01,57.42,80.01,31.97,26.56,8.95,1
20171208,-106.02083,36.39667,1.45,335.2,-2.55,5.84,-8.55,-9.97,58.41,76.4,18.11,11.83,2.18,1
20130819,-106.23189,36.77332,0.4,352.6,17.49,27.04,9.23,7.11,58.01,73.57,29.34,19.95,5.41,1
20130823,-107.24499,36.9211,1.4,168.2,21.94,29.94,15.06,7.38,44.57,78.91,29.82,26.76,4.02,1
20130609,-105.89749,36.68555,1.22,331.8,20.04,30.3,8.56,1.66,40.06,75.91,26.06,32.08,3.87,1
20130703,-106.25629,36.35138,1.08,252,19.21,29.41,10.55,6.74,53.9,76.29,28.65,27.68,6.89,1
20130702,-106.24609,36.35777,1.06,215.4,18.13,27.37,10.55,7.84,57.34,76.61,29.12,21.91,7.83,1
20130704,-106.13109,36.42055,1.2,350.1,20.35,29.94,11.42,6.09,47.19,76.21,29.68,27.06,9.64,1
20130709,-106.07079,36.34721,1.14,83.1,22.62,31.34,14.73,8.99,48.05,76.76,31.95,22.15,11.59,1
20130712,-106.43609,36.44721,1.67,257,20.18,27.2,12.86,10.16,56.65,76.47,31.11,17.67,10.21,1
20130728,-105.65379,36.30416,2.11,251.2,17.29,24.57,10.87,10.7,69.16,75.86,30.06,17.33,9.07,1
20130806,-106.00219,36.51221,1.06,275,17.36,24.15,11.03,9.5,64.25,76.45,30.18,21.45,9.24,1
20130808,-106.10019,36.49082,1.25,288,15.32,21.95,8.99,8.18,66.9,76.3,28.91,18.39,10.84,1
20130711,-107.26249,36.7636,1.52,161.2,22.85,31.74,14.9,10.02,48.23,78.95,32.96,25.17,9.71,1
20060814,-105.6222,36.19167,0.58,57,15.4,22.37,11.28,10.72,76.92,76.04,29.7,17.96,10.7,1
20130730,-107.22939,36.52943,2.43,287.4,23.58,31.26,17.11,6,34.75,80.4,28.83,27.82,5.31,1
20130613,-105.53719,36.22805,1.54,185.7,21.39,30.59,11.61,3.6,37.43,75.93,29.62,17.65,7.53,1
20130410,-105.57909,36.27305,2.09,250.1,-1.66,3.79,-6.06,-7.08,69.46,74.93,23.46,15.53,10.83,1
20130629,-105.51549,36.23055,1.25,13,19.96,31,12.44,7.37,51.09,76.14,29.38,20.36,8.14,1
20130809,-105.60769,36.19527,1.02,250.2,16.13,25.31,7.22,6.77,61.69,76.07,27.09,24.71,6.66,1
20130520,-105.78939,36.15943,1.62,290.4,8.68,17.24,0.21,-4.12,44.6,75.16,24.31,24.63,10.38,1
20130710,-105.72079,36.13443,1.17,129.9,19.29,24.4,14.65,11.1,61.57,76.2,30.55,18.96,8.37,1
20080624,-105.9752,36.46028,1.65,261.2,19.17,29.39,9.05,1.97,39.62,76.56,27.67,22.88,8.15,1
20100824,-105.7155,36.12861,2.04,91.5,15.23,21.04,9.23,7.87,64.82,76.43,28.2,20.66,8.17,1
20130713,-106.16859,36.37777,1.33,229.1,20.54,27.47,12.78,10.52,56.97,76.58,31.18,20.96,9.77,1
20130519,-105.59409,36.27749,2.82,272.6,8.93,16.05,2.22,-4.33,43.28,75.32,25.13,22.92,9.55,1
20130619,-105.43609,36.25916,2.56,226.2,19.46,29.27,8.82,-5.86,24.52,75.68,23.23,33.74,3.28,1
20140615,-106.02939,36.42721,2.5,236.7,15.5,24.92,5.57,-7.86,23.32,75.96,22.39,34.15,3.78,1
20180716,-107.21944,36.56417,1.47,118.2,23.83,30.98,17.22,11.47,49.8,80.18,32.37,21.78,7.88,1
20180725,-106.24139,36.43222,1.24,281.1,21.28,29.37,13.59,11.05,58,76.82,29.71,23.59,6.58,1
20180808,-106.22444,36,0.8,177.4,22.12,31.91,12.52,5.17,42.73,77.26,26.59,27.58,6.58,1
20180514,-106.25222,36.40194,2.02,253.6,12.68,21.54,3.42,-5.03,31.13,76.09,23.69,30.16,4.06,1
20180705,-105.65583,36.18472,1.61,111.6,18.42,25.38,12.42,9.25,58.92,76.76,29.74,18.31,8.68,1
20150624,-107.33639,36.85556,0.87,149.9,23.32,30.61,16.81,9.94,45.52,79.1,31.23,27.36,8.28,1
20150706,-106.05139,36.60917,1.26,44.4,17.36,25.7,11.82,10.66,70.14,76.45,30.58,18.35,9.72,1
20160620,-106.37694,36.50972,1.18,166.5,24.24,34.03,13.89,7.93,42.11,76.92,29.36,29.05,5.29,1
20160624,-106.29528,36.53889,2.04,248.4,21.06,30.73,11.56,7.48,48.27,76.43,30.43,26.98,8.79,1
20040924,-105.9736,36.65833,1.29,263,11.47,21.1,4.76,-4.35,37.11,76.63,22.12,21.79,3.88,1
20040626,-105.1933,36.725,1.02,225.9,15.58,23.04,9.73,7.11,64.24,76.51,26.66,18.49,8.57,1
20040627,-106.4255,36.51444,1.48,74.1,16.77,24.24,8.7,5.51,53.79,76.52,28.04,25.76,9.06,1
20040713,-107.2,36.68306,2.23,157.4,26.18,34.43,17.58,7.34,35.52,80.1,30.74,28.39,5.96,1
20040722,-107.3697,36.905,1.35,88.2,23.32,31.73,15.19,7.21,39.88,78.85,31.82,23.39,7.74,1
20041229,-106.2313,36.37167,2.66,211.9,1.55,6.27,-3.25,0.55,93.29,75.82,25.19,5.21,4.25,1
20140708,-107.25609,36.63916,3.65,108.4,23.28,31.7,17.16,10.22,47.09,80.06,31.27,24.07,6.04,1
20140711,-105.55689,36.56721,0.92,200.9,20.5,29.07,13.94,10.52,58.05,76.2,29.7,22.2,7.39,1
20140712,-105.99329,36.62999,0.81,210.3,20.94,30.24,12.9,9.68,58.21,76.7,29.11,27.07,7.37,1
20140712,-106.42109,36.37082,0.81,210.3,20.94,30.24,12.9,9.68,58.21,76.7,29.83,27.93,6.98,1
20140713,-106.21499,36.98027,0.37,197.2,15.56,21.31,11.18,10.15,74.03,73.82,31.3,23,12.23,1
20140702,-105.81249,36.43166,1.58,174.6,18.56,26.49,11.79,8.74,60.32,76.24,29.31,23.23,11.38,1
20160512,-107.20472,36.78528,1.2,281.8,11.4,21.98,-0.02,-5.52,35.93,79.24,21.78,32.61,2.27,1
20140703,-107.33049,36.91471,1.52,170.8,22.81,31.87,15.17,7.58,42.79,79.12,30.97,28.78,7.6,1
19870702,-105.06716,36.78336,1.71,244.6,18.5,28.76,8.68,-4.63,25.06,75.15,25.95,31.02,6.78,1
19890530,-107.26035,36.67093,4.76,240.3,16.52,25.13,7.57,-8.45,21.33,79.41,23.13,32.68,4.99,1
19891021,-106.24218,36.58002,1.73,289.2,7.26,16.34,0.65,0.56,67.22,76.28,22.7,17.56,4.93,1
20180713,-105.58528,36.59667,1.22,130.4,18.17,24.35,13.23,12.06,70.65,76.39,30.15,18.31,7.73,1
20180717,-107.25028,36.85917,0.66,141.4,20.86,26.34,15.84,13.38,65.23,79.27,32.89,24.52,10.45,1
20180723,-106.07667,36.73806,1.63,185.3,22.05,28.75,15.39,11.24,54.88,76.88,30.89,21.79,7.48,1
20180711,-106.10056,36.50556,1.51,213.2,19.71,27.27,11.95,9.87,58.6,76.52,29.62,24.3,7.73,1
20180712,-106.27389,36.9875,0.38,258.6,16.6,23.98,10.38,8.56,64.3,73.54,31.11,21.16,8.96,1
20180713,-105.62917,36.15028,0.9,123.5,17.3,23.29,12.78,12.17,74.67,76.19,30.15,18.31,7.73,1
20180713,-106.37889,36.50694,1,151.6,18.56,26.3,12.47,11.95,69.99,76.74,30.41,19.48,6.91,1
20180723,-105.58694,36.65694,1.88,146.2,21.23,28.24,15.54,12.33,61.04,76.53,29.93,20.98,6.65,1
20180724,-107.29139,36.82583,0.85,240.3,24.57,33.13,16.57,11.07,47.8,79.39,32.06,28.23,4.95,1
20180725,-105.72139,36.06917,0.85,290.5,20.97,28.34,13.07,11.54,60.34,76.27,29.15,22.32,6.86,1
20180725,-105.785,36.30556,1.09,251.6,21.38,29,13.48,11.21,58.75,76.47,29.15,22.32,6.86,1
20180604,-105.76028,36.11806,1.27,283.6,17.76,27.93,8.76,2.26,47.39,75.87,25,31.75,5.02,1
19900712,-105.63387,36.1667,0.93,119.2,17.07,25.49,8.38,7.38,59.76,76.49,28.94,24.18,21.83,1
19910624,-106.19558,36.44002,2.26,227.3,18.53,28.66,7.76,-5.08,23.7,76.27,24.06,30.77,9.89,1
19921012,-105.44384,36.21553,1.05,250.8,11.82,21.13,6.11,-5.98,30.5,75.97,22.99,18.83,3.62,1
20180604,-107.30278,36.76806,1.12,252.3,19.36,29.84,7.19,1.51,41.21,78.93,26.45,32.68,3.59,1
20040815,-105.9905,36.62417,0.82,212.4,17.28,24.44,11.26,7.17,57.42,76.65,26.93,24.29,7.72,1
20010808,-106.10028,36.61363,1.51,234.8,18.48,26.72,10.17,8.4,58.6,76.53,28.99,22.41,9.92,1
20020428,-105.73967,36.12585,2.22,271.1,10.05,19.58,-0.06,-8.59,30.17,75.65,20.45,30.86,2.99,1
20020517,-106.04607,36.64696,1.81,215,14.73,25.69,3.08,-5.54,34.11,76.23,22.37,30.79,5.29,1
20180322,-105.73917,36.09722,1.51,283,8.21,17.27,0.94,-2.46,50.12,75.78,23.96,20.85,6.23,1
20180418,-105.66472,36.18472,1.32,208.5,4.61,15.89,-6.31,-15.32,27.02,75.64,17.5,30.55,2.79,1
20180426,-106,36,1.35,2.4,10.62,21.42,-0.31,-9.4,27.25,76.89,19.85,30.35,3.3,1
20180506,-106.16472,36.29111,1.51,261,13.76,21.79,6.57,-3.99,31.16,76.7,24.99,24.68,15.75,1
20180526,-105.37389,36.68361,1.8,220.1,16.91,25.8,8.51,-7.42,21.5,75.74,27.06,18.41,15.01,1
20180603,-107.21389,36.88083,2.16,130.7,17.03,26.33,9.69,6.34,52.85,79.13,30.24,17.5,7.73,1
20180604,-107.23833,36.84361,1.12,252.3,19.36,29.84,7.19,1.51,41.21,78.93,26.45,32.68,3.59,1
20180604,-107.36917,36.89972,1.12,252.3,19.36,29.84,7.19,1.51,41.21,78.93,26.45,32.68,3.59,1
20160803,-107.25528,36.69222,1.14,237.4,21.29,25.22,16.95,13.77,63.78,80.12,33.03,21.07,10.57,1
19840524,-106.04625,36.44316,3.49,253.6,18.51,27.59,8.7,-0.49,40.33,76.1,27.36,32.37,1.86,1
20170714,-105.50528,36.34778,1.52,186.7,17.25,22.43,12.86,10.04,65.8,76.57,30.34,18.5,7.4,1
20170714,-106.05306,36.49556,1.62,170.2,18.33,25.28,13.75,9.81,62.31,76.91,30.4,19.55,7.92,1
20160624,-107.31917,36.78917,1.54,239.1,21.43,28.67,15.12,7.52,43.71,78.91,32.64,25.62,12.15,1
20160623,-107.30083,36.80028,1.66,224.4,24.72,33.26,17.6,7.67,38.22,78.97,32.94,27.47,8.06,1
20160907,-106.1,36.44722,1.4,242.7,14.8,20.75,9.68,6.56,63.07,76.53,29.29,15.46,12.71,1
20160621,-106.0075,36.41833,1.53,235.5,23.64,32.52,14.36,7.37,40.37,76.73,29.96,26.9,5.89,1
20160825,-106.01167,36.41639,1.06,265.3,14.39,23.31,5.21,4.18,58.38,76.56,26.19,22.14,8.54,1
20160513,-107.33972,36.88528,1.19,308.6,16.32,25.14,6.9,-3.67,28.14,79.15,23.89,31.35,3.57,1
20161024,-105.41556,36.59556,1.22,238.2,12.45,21.02,5.97,-1.1,41.6,76.35,24.03,16.32,3.51,1
20160623,-107.3675,36.94194,1.66,224.4,24.72,33.26,17.6,7.67,38.22,78.97,32.94,27.47,8.06,1
20160804,-106.22972,36.99306,0.4,141.7,15.94,23.27,9.8,10.77,75.74,73.38,31.28,17.02,9.4,1
20160728,-105.51083,36.28278,1.48,241.2,21.73,30.72,12.78,8.81,50.73,76.32,29.15,23.37,6.71,1
20160627,-106.20278,36.98778,0.38,165.2,17.75,26.1,9.23,4.96,48.24,73.86,29.92,24.71,8.59,1
20160621,-106.11861,36.51556,1.53,235.5,23.64,32.52,14.36,7.37,40.37,76.73,29.96,26.9,5.89,1
20160704,-105.59,36.64889,1.87,282,19.5,28.01,10.3,4.3,41.03,76.2,26.25,30.7,4.65,1
20160621,-107.22139,36.63917,2.71,209.4,26.96,35.02,18.41,7.48,31.56,80.15,31.35,30.57,4.72,1
19871022,-105.41261,36.39913,1.36,267.2,7.95,16.73,2.68,-4.71,42.76,75.79,24.51,15.73,7.27,1
20170531,-106.02167,36.54278,1.41,188,12.45,17.47,6.92,4.43,59.61,76.33,27.08,17.47,14.04,1
20170605,-106.60889,36.39306,1.44,271.5,20.04,29.12,8.94,3.01,38.23,77.17,27.54,28.4,6.61,1
20170730,-107.27583,36.82306,0.56,261,17.95,21.45,15.04,13.14,74.47,79.29,32.85,18.86,9.34,1
20170804,-106.18611,36.24361,1.1,256.3,17.24,22.76,12.19,9.39,63.44,77.38,28.94,23.27,10.1,1
20160730,-105.72806,36.12917,1.28,214.1,20.09,28.32,11.55,9.27,56.16,75.92,28.02,21.91,5.35,1
20160802,-107.35333,36.92056,0.62,283,20.64,26,14.85,11.66,58.77,79.18,33.6,21.59,7.71,1
20160724,-105.60667,36.27889,1.53,139.2,20.23,28.56,13.44,9.46,53.58,76.29,31.38,17.86,9.42,1
20160622,-106.51944,36.36361,2.15,188.8,23.12,33.07,13.86,7.25,41.68,76.49,31.25,20.73,7.68,1
20160723,-106.16417,36.36917,1.15,295.5,23.68,33.01,14.55,7.05,39.8,76.54,30.15,27.34,5.77,1
20180707,-107.29639,36.83583,1.16,273.6,23.55,31.85,14.48,10.02,48.03,79.38,31.51,29.31,6.27,1
20180708,-107.315,36.83694,0.91,206,23.49,32.78,15.36,10.41,47.52,79.22,31.83,27.08,6.33,1
20180708,-107.70917,36.74028,1.53,183.2,24.67,32.82,16.52,10.27,43.66,80.24,31.83,27.08,6.33,1
20180710,-107.28694,36.59972,1.72,205.3,23.99,31.19,15.45,9.64,43.28,80.25,31.5,28.93,5.52,1
20140716,-105.55829,36.56721,1.27,273.9,17.11,25.03,12.04,9.72,65.5,75.96,28.33,19.8,6.62,1
20140716,-107.31719,36.80777,1.03,269.2,18.67,24.36,13.43,10.21,59.47,78.8,30.64,27.88,5.89,1
20180606,-106.18528,36.31556,1.91,258.2,20.61,29.07,12.16,-4.03,21.26,76.21,27.14,27.56,16.13,1
20180607,-106.18333,36.305,2.03,265.3,20.41,28.56,11.88,-4.49,22.52,76.33,25.33,32.01,4.2,1
20180610,-106.18083,36.29444,2.85,256.3,19.63,27.99,11.88,-3.76,23.95,76.04,25.03,32.32,4.28,1
20180624,-105.45306,36.19722,1.93,278.1,19.88,29.11,10.64,-4.15,22.56,75.51,24.87,30.33,4.92,1
20180629,-105.50556,36.15917,1.36,267,21.1,28.25,12.52,-1.97,24.07,75.59,28.51,20.42,15.37,1
20180703,-105.27694,36.8725,2,238.8,21.04,30.72,12.04,0.89,33,75.17,28.48,24.25,8,1
20180706,-106.3975,36.6175,1.18,164.3,20.08,27.28,13.06,10.01,58.27,77.28,29.41,25.95,8.34,1
20180707,-106.49417,36.40278,1.3,202.8,21.97,32.04,12.64,8.03,49.05,76.9,29.45,28.22,7.05,1
20180604,-105.67083,36.05472,1.27,283.6,17.76,27.93,8.76,2.26,47.39,75.87,25,31.75,5.02,1
20180605,-107.35833,36.92306,1.29,239.1,21.57,30.84,11.54,-4.8,20.05,78.73,26.83,32.22,5.38,1
19960717,-107.3139,36.86501,1.03,259,20.77,25.28,15.96,10.75,54.53,78.88,32.38,23.52,15.92,1
19960702,-106.13058,36.45502,1.11,104.2,20.72,29.76,10.72,6.15,46.62,76.64,28.88,26.26,12.29,1
20180813,-106.21056,36.33361,1.56,298.9,19.02,30.13,10.85,8.05,57,76.33,28.29,23.56,6.15,1
20180818,-107.35889,36.9225,1.2,287.9,20.56,29.75,12.42,7.95,51.54,79.08,30.2,25.29,5.7,1
20180818,-107.23833,36.78889,1.2,287.9,20.56,29.75,12.42,7.95,51.54,79.08,30.2,25.29,5.7,1
20180831,-107.2925,36.65861,3.24,262.2,22.2,29.95,15.25,6.14,37.63,79.81,30.81,19.4,10.62,1
20180906,-106.01,36.62417,0.7,120.7,13.31,17.38,10.34,8.98,76.78,76.93,28.78,16.95,12,1
20180725,-106.43278,36.46917,1.24,281.1,21.28,29.37,13.59,11.05,58,76.82,29.71,23.59,6.58,1
20180727,-106.03278,36.48417,1.61,190.2,17.06,23.72,10.92,11.3,72.68,76.81,29.25,22.76,7.26,1
20180728,-105.99194,36.63472,1.08,303.5,19.37,29.77,9.13,7.32,55.26,76.75,27.98,24.61,7.17,1
20180730,-105.65306,36.58944,1.77,103.5,19.39,29.3,11.6,7.75,53.1,76.34,29.61,23.14,8.21,1
20180806,-106.40167,36.53,1.54,271.8,22.34,31.74,14.46,2.5,32.11,76.55,27.3,28.84,4.15,1
20180807,-105.53861,36.33333,1.39,219.7,21.17,30.96,11.43,3.88,39.15,76.16,26.87,26.94,5.44,1
20180806,-105.54167,36.77167,1.54,260.5,21.77,30.73,14.03,3.35,34.99,75.37,27.56,25.67,6.49,1
20180810,-107.20722,36.7725,0.9,153.2,19.56,27.29,13.81,10.98,61.79,79.29,30.54,21.92,6.94,1
20180810,-106.2225,36.44528,1.07,109,18.29,24.74,13.09,8.48,56.7,76.82,29.05,21.7,7.88,1
20180108,-106.16639,36.29194,0.97,267,0.53,9.12,-4.22,-7.97,54.43,76.2,20.98,11.09,4.56,1
19870711,-106.23388,36.38335,2.23,264,18.45,26.97,8.97,-2.7,27.36,76.24,25.21,29.82,8.54,1
19890706,-106.39219,36.50002,1.6,143.1,23.57,33.6,12.63,1.11,27.46,76.88,27.7,30.8,7.56,1
19910609,-107.3189,36.85168,1.53,180.1,18.83,28.47,10.76,2.01,39.2,78.77,29.31,23.77,11.55,1
19911017,-106.26388,36.37169,1.48,300.1,11,22.53,2.32,-5.71,34.49,76.3,20.87,18.47,4.06,1
19930629,-107.2422,36.71834,3.38,259.6,24.28,32.9,15.85,1.69,25.79,79.51,33.98,26.18,18.19,1
19960811,-106.00387,36.58335,1.21,96.2,19.73,29.69,10.9,2.1,39.91,76.71,26.52,28.35,7.35,1
20150823,-107.29333,36.99806,1.35,187.5,21.18,28.86,13.96,8.54,47.62,79.11,30.18,22.1,6.89,1
20151004,-106.13389,36.53972,1.49,192.4,12.06,18.14,7.13,7.08,74.91,76.01,27.67,14.1,6.64,1
20151114,-106,36.33361,1.29,243.1,3.38,11.65,-1.69,-9.46,38.62,76.26,17.96,14.89,1.7,1
20160912,-105.59389,36.21778,1.2,268.5,14.99,23.12,8.31,4.59,54.56,75.74,26.91,19.03,6.12,1
20160621,-105.98972,36.40139,1.53,235.5,23.64,32.52,14.36,7.37,40.37,76.73,29.48,27.12,5.37,1
20160624,-106.14639,36.63167,2.04,248.4,21.06,30.73,11.56,7.48,48.27,76.43,30.43,26.98,8.79,1
19950702,-106.09058,36.62502,2.55,272.2,15.23,23.02,6.08,1.95,47.78,76.17,28.49,27.46,14.84,1
19950806,-106.24558,36.47335,1.05,235.8,22.04,31.7,11.93,4.76,38.83,76.26,28.65,24.97,17.28,1
19960622,-107.2106,36.69501,4.54,202.8,21.9,30.05,13.75,2.59,33.65,79.49,29.95,27.02,18.3,1
19960623,-106.03887,36.53835,1.97,252.4,18.38,28.14,7.8,-7.82,21.14,76.16,23.15,32.54,3.97,1
20050603,-106.2444,36.705,3,265.2,13.05,20.79,3.99,0.32,46.1,75.42,25.9,25.09,8.84,1
20050703,-106.1725,36.63889,2.16,280.1,18.89,28.7,8.19,-3.47,25.66,76.23,23.24,33.32,3.55,1
20050720,-106.1475,36.50139,1.19,178.8,24.48,34.86,14.06,2.33,29.82,76.58,30,25.72,7.35,1
20050722,-105.975,36.65278,1.6,178.2,23.37,32.61,13.33,7.74,43.03,76.85,28.31,27.21,6.62,1
20030525,-107.2738,36.84806,1.01,181.5,15.99,22.14,9.88,7.19,58.42,78.61,29.74,14.56,10.35,1
20030726,-106.0763,36.51139,1.51,10.7,21.86,31.88,16.04,10.72,54.35,76.75,31.22,18.88,8.83,1
20030726,-105.463,36.3625,1.14,16.6,22.02,31.22,16.15,10.16,50.76,76.37,30.03,22.69,8.56,1
20030802,-106.1177,36.4875,1.05,262.8,20.21,26.71,14.29,10.76,58.31,76.52,30.2,17.82,9.56,1
20030811,-105.5461,36.31361,0.78,214.2,19.6,24.76,13.76,10.38,58.02,76.6,30.13,20.28,7.01,1
20030627,-105.9191,36.51639,1.83,256.3,17.18,27.58,6.95,1.36,44.55,76.1,24.05,32.2,4.45,1
20030719,-106.0994,36.45833,1.17,184.1,24.29,34.63,15.5,6.32,37.21,76.8,31.05,25.8,7.72,1
20030725,-107.3138,36.9475,1.09,260.3,25.32,34.78,17.08,8.06,37.34,78.98,31.81,28.68,8.08,1
20030727,-106.0661,36.73417,1.05,239.4,19.13,26.84,13.55,11.37,66.05,76.85,30.5,16.03,10.69,1
20030726,-107.2772,36.87583,1.19,194.2,23.16,32.29,17.42,10.83,49.2,79.18,32.78,22.47,8.49,1
20030727,-107.2683,36.70361,2.41,136.3,22.44,27.43,17.39,12.37,55.91,80.32,32.04,18.18,9.99,1
20030516,-107.243,36.88528,1.43,279.8,15.3,26.43,2.82,1.43,48.87,78.6,24.86,31.77,3.28,1
20030812,-107.2294,36.73583,1.66,105.1,23.54,29.26,18.58,12.05,50.22,80.21,31.07,26.33,5.31,1
20030814,-107.2763,36.94028,1.46,168.9,21.92,30.25,14.31,9.88,50.66,79.26,29.67,26.55,4.94,1
20040612,-106.2986,36.92278,0.83,255.8,11.44,20.15,2.56,-8.25,27.25,73.12,22.84,31.64,7.55,1
20160622,-105.65861,36.20167,1.66,145.6,21.03,31.18,12.87,8.42,49.25,76,30.05,21.54,6.8,1
20160404,-105.94417,36.36389,1.59,271.2,8.33,17.84,-0.34,-5.55,41.56,76.47,21.11,26.02,4.74,1
20160701,-107.31889,36.69833,1.8,187.8,18.32,23.67,15.16,11.98,68.29,80,32.27,10.8,8.17,1
20160809,-107.30028,36.60639,1.67,267.2,23.4,30.69,15.43,8.74,43,79.82,30.58,26.94,6.79,1
20160720,-106.09944,36.61944,1.42,248.4,21.26,29.31,13.39,9.45,51.95,76.88,30.14,23.55,6.82,1
20180710,-107.29333,36.62583,1.72,205.3,23.99,31.19,15.45,9.64,43.28,80.25,31.5,28.93,5.52,1
20180710,-107.31194,36.71111,1.72,205.3,23.99,31.19,15.45,9.64,43.28,80.25,31.5,28.93,5.52,1
20180711,-107.38694,36.7875,1.05,195.6,22.14,31.38,14.35,10.93,55.39,78.96,30.91,27.93,6.34,1
19960731,-105.85957,38.28772,1.27,305.1,18.99,28.1,9.5,3.38,41.79,74.83,26.13,23.21,16.74,1
19960812,-106.96667,37.7,0.93,248.9,18.14,27.53,8.71,-2.27,30.02,72.11,24.27,25.49,18.03,1
